ID,Breed,Breed Size,Sex,Age,Weight (lbs),Spay/Neuter Status,Daily Activity Level,Diet,Daily Walk Distance (miles),Other Pets in Household,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F),Healthy
8487,5,2,1,12.0,59.0,1,3,1,2.0,1,0,0,11.0,2.0,0,3.0,83.0,1
8488,3,1,1,7.0,63.0,1,1,3,2.0,1,1,0,11.0,1.0,3,1.0,72.0,0
8489,1,2,0,6.0,37.0,1,2,1,1.0,1,0,0,12.0,3.0,0,2.0,68.0,1
8490,13,1,0,7.0,44.0,1,0,1,4.0,1,0,0,10.0,1.0,3,1.0,100.0,1
8491,10,0,0,2.0,51.0,0,2,3,1.0,1,0,0,11.0,2.0,3,1.0,64.0,1
8493,10,0,0,2.0,13.0,1,0,3,0.0,1,0,0,10.0,2.0,2,2.0,72.0,0
8494,9,0,1,4.0,72.0,1,0,2,1.0,0,1,0,12.0,2.0,1,1.0,54.0,1
8495,9,0,1,13.0,24.0,1,2,0,4.0,1,0,1,9.0,0.0,2,3.0,86.0,0
8496,6,0,0,8.0,50.0,1,0,3,2.0,0,1,0,10.0,0.0,0,1.0,56.0,1
8497,11,2,0,1.0,33.0,1,1,0,2.0,1,1,0,12.0,1.0,1,1.0,79.0,0
8498,11,2,1,9.0,57.0,0,0,1,1.0,0,1,0,13.0,3.0,1,1.0,66.0,1
8499,0,1,0,5.0,14.0,1,0,1,3.0,0,0,0,11.0,3.0,0,2.0,75.0,1
8500,5,2,1,7.0,56.0,1,1,1,2.0,0,1,1,11.0,2.0,0,1.0,80.0,0
8501,13,1,0,13.0,59.0,1,0,3,5.0,0,0,0,10.0,2.0,0,2.0,70.0,1
8502,7,0,1,9.0,24.0,1,3,3,0.0,0,1,0,13.0,1.0,0,0.0,62.0,0
8503,1,2,0,7.0,25.0,1,3,3,1.0,0,0,0,12.0,2.0,3,0.0,63.0,1
8504,14,2,1,8.0,32.0,0,3,3,2.0,1,0,0,10.0,3.0,1,0.0,62.0,1
8505,1,2,1,2.0,65.0,1,2,0,0.0,1,1,0,11.0,3.0,3,1.0,66.0,0
8506,4,2,1,1.0,32.0,1,3,0,2.0,0,1,0,9.0,0.0,0,1.0,75.0,1
8507,14,2,0,8.0,49.0,1,1,2,2.0,0,1,0,11.0,1.0,3,1.0,95.0,1
8508,3,1,1,13.0,51.0,1,1,1,3.0,0,1,0,11.0,2.0,2,3.0,57.0,1
8509,1,2,1,9.0,28.0,1,0,2,2.0,1,0,0,11.0,0.0,0,1.0,50.0,1
8510,8,0,0,13.0,49.0,1,1,3,3.0,0,0,0,9.0,2.0,3,1.0,46.0,1
8512,1,2,0,12.0,50.0,1,1,2,2.0,0,1,0,10.0,1.0,3,0.0,65.0,0
8513,8,0,1,12.0,73.0,1,0,3,1.0,0,0,0,12.0,3.0,0,3.0,77.0,0
8514,5,2,1,4.0,50.0,1,3,2,1.0,0,0,0,10.0,0.0,1,0.0,84.0,1
8515,5,2,1,10.0,26.0,1,2,3,1.0,0,1,0,12.0,2.0,0,0.0,75.0,0
8516,6,0,1,5.0,28.0,0,0,2,3.0,0,1,0,12.0,3.0,2,0.0,41.0,1
8517,5,2,0,13.0,50.0,1,1,0,6.0,1,0,0,10.0,2.0,2,2.0,98.0,0
8518,5,2,1,1.0,37.0,1,0,2,3.0,1,1,0,10.0,2.0,1,2.0,65.0,1
8519,13,1,1,9.0,53.0,0,0,0,3.0,1,1,0,10.0,1.0,2,0.0,64.0,0
8520,13,1,1,12.0,33.0,1,1,2,3.0,0,0,0,13.0,2.0,1,3.0,75.0,1
8521,11,2,0,13.0,44.0,1,3,2,4.0,0,0,0,14.0,1.0,3,2.0,67.0,1
8522,1,2,1,13.0,29.0,1,0,1,3.0,1,1,0,12.0,2.0,0,4.0,67.0,1
8523,13,1,1,5.0,34.0,1,0,2,4.0,0,1,0,13.0,3.0,2,1.0,53.0,1
8524,13,1,0,9.0,41.0,0,3,3,4.0,0,1,0,14.0,2.0,0,3.0,52.0,1
8525,9,0,1,13.0,57.0,0,0,3,0.0,1,1,0,10.0,3.0,3,2.0,46.0,1
8526,7,0,1,8.0,64.0,0,1,1,3.0,1,1,0,10.0,2.0,2,0.0,68.0,1
8527,1,2,1,1.0,37.0,0,1,1,3.0,0,1,0,8.0,2.0,1,2.0,79.0,1
8528,1,2,1,7.0,42.0,1,1,2,5.0,0,1,0,12.0,1.0,1,2.0,80.0,0
8529,3,1,1,11.0,53.0,1,1,1,5.0,0,0,0,10.0,1.0,0,1.0,65.0,1
8530,3,1,1,5.0,46.0,1,2,3,3.0,0,0,0,11.0,3.0,1,3.0,54.0,1
8531,8,0,1,9.0,29.0,0,0,2,2.0,1,1,0,10.0,2.0,1,3.0,44.0,1
8532,0,1,0,9.0,55.0,1,1,2,3.0,0,0,0,14.0,1.0,1,4.0,85.0,1
8533,12,0,0,9.0,58.0,0,0,3,2.0,0,0,0,10.0,1.0,2,2.0,37.0,1
8534,11,2,0,12.0,58.0,0,3,2,3.0,0,0,0,11.0,1.0,1,0.0,77.0,1
8535,12,0,1,9.0,48.0,1,1,3,2.0,1,1,0,11.0,0.0,3,4.0,48.0,0
8536,13,1,1,11.0,76.0,1,0,3,1.0,1,1,0,11.0,2.0,3,4.0,75.0,0
8537,6,0,1,8.0,36.0,0,0,3,4.0,0,1,1,12.0,2.0,3,2.0,64.0,0
8538,3,0,1,1.0,68.0,1,3,1,2.0,1,0,0,8.0,2.0,3,2.0,55.0,1
8539,5,2,0,3.0,51.0,0,2,2,3.0,1,1,0,11.0,1.0,2,1.0,65.0,1
8540,10,0,1,7.0,63.0,1,1,0,3.0,1,1,0,9.0,2.0,3,4.0,59.0,0
8541,8,0,0,5.0,49.0,1,2,2,2.0,0,0,0,11.0,2.0,1,1.0,62.0,1
8542,6,0,1,3.0,59.0,1,2,0,0.0,1,1,0,10.0,1.0,2,1.0,55.0,0
8543,12,0,1,10.0,51.0,1,2,2,3.0,0,1,0,12.0,1.0,1,1.0,78.0,0
8544,2,1,1,13.0,10.0,1,0,0,0.0,0,1,0,12.0,0.0,2,3.0,69.0,0
8545,1,2,0,12.0,40.0,0,1,2,2.0,1,0,0,13.0,2.0,2,3.0,87.0,1
8546,4,2,0,6.0,45.0,1,0,0,6.0,1,1,0,13.0,2.0,3,3.0,47.0,1
8547,14,2,1,1.0,61.0,1,3,1,3.0,0,1,0,9.0,1.0,3,2.0,90.0,1
8548,12,0,1,13.0,49.0,0,0,0,2.0,1,0,0,11.0,1.0,3,1.0,64.0,1
8549,3,2,0,9.0,46.0,1,1,2,2.0,0,1,0,10.0,0.0,3,4.0,94.0,0
8550,1,2,1,10.0,42.0,1,3,0,1.0,0,1,0,8.0,1.0,0,0.0,33.0,0
8551,6,0,0,12.0,75.0,1,2,0,3.0,0,1,0,13.0,2.0,1,1.0,90.0,0
8552,5,2,1,8.0,33.0,1,0,3,2.0,0,1,0,11.0,3.0,3,1.0,64.0,1
8553,5,2,1,13.0,54.0,1,0,2,4.0,1,1,0,9.0,0.0,1,3.0,100.0,1
8554,6,0,1,3.0,19.0,0,0,0,4.0,0,0,0,12.0,1.0,2,1.0,63.0,1
8555,10,0,0,10.0,57.0,0,3,2,6.0,1,0,0,11.0,3.0,1,2.0,81.0,1
8556,13,1,0,9.0,60.0,0,2,0,4.0,0,0,0,10.0,0.0,3,4.0,74.0,1
8557,12,0,0,9.0,64.0,1,0,3,1.0,1,1,0,11.0,1.0,2,4.0,52.0,0
8558,5,2,0,2.0,46.0,0,0,2,5.0,0,0,0,12.0,1.0,0,1.0,45.0,1
8559,3,1,1,1.0,42.0,0,1,0,3.0,1,1,0,13.0,2.0,3,2.0,35.0,0
8560,3,0,0,1.0,23.0,1,2,2,3.0,1,0,0,9.0,2.0,2,2.0,53.0,0
8561,2,1,1,2.0,62.0,1,1,1,1.0,0,1,0,11.0,0.0,3,3.0,70.0,1
8562,2,1,1,5.0,35.0,1,0,2,1.0,1,0,0,10.0,2.0,0,2.0,60.0,1
8563,7,0,0,7.0,84.0,0,0,3,6.0,1,1,0,14.0,2.0,0,1.0,55.0,0
8564,6,0,1,11.0,54.0,1,0,2,2.0,0,1,0,9.0,1.0,3,2.0,97.0,0
8565,1,2,1,1.0,30.0,0,0,2,4.0,1,1,0,13.0,1.0,3,0.0,45.0,1
8566,12,0,0,5.0,46.0,0,0,1,1.0,0,0,0,11.0,1.0,2,1.0,88.0,1
8567,11,2,0,2.0,38.0,1,3,1,3.0,1,1,0,13.0,2.0,0,1.0,78.0,1
8568,7,0,0,7.0,52.0,0,0,0,2.0,0,1,0,8.0,0.0,0,2.0,61.0,1
8569,12,0,1,9.0,27.0,0,0,0,1.0,0,1,0,13.0,2.0,0,2.0,48.0,0
8570,3,1,1,4.0,44.0,0,3,1,3.0,0,0,0,12.0,2.0,2,2.0,67.0,1
8571,10,0,1,8.0,20.0,1,0,1,3.0,1,0,0,14.0,2.0,1,2.0,100.0,1
8572,0,1,1,5.0,67.0,1,0,2,1.0,1,1,0,12.0,3.0,1,2.0,72.0,1
8573,3,0,1,5.0,63.0,0,0,3,1.0,0,0,0,14.0,2.0,2,2.0,56.0,1
8574,0,1,0,11.0,40.0,1,2,2,3.0,0,0,0,11.0,2.0,1,2.0,49.0,1
8575,11,2,1,2.0,68.0,1,1,2,2.0,0,0,0,12.0,1.0,2,3.0,52.0,1
8576,4,2,0,3.0,60.0,1,2,0,0.0,1,0,1,11.0,2.0,2,2.0,80.0,0
8577,8,0,1,3.0,61.0,1,3,3,2.0,0,0,0,12.0,2.0,2,1.0,58.0,1
8578,14,0,0,2.0,54.0,1,3,1,2.0,0,1,0,12.0,2.0,3,2.0,32.0,1
8579,7,0,0,4.0,25.0,1,1,0,3.0,1,1,0,12.0,1.0,3,1.0,70.0,0
8580,4,2,1,7.0,64.0,1,3,2,4.0,1,0,0,14.0,1.0,3,1.0,61.0,1
8581,13,1,1,9.0,65.0,0,0,3,2.0,0,1,0,12.0,2.0,2,1.0,56.0,1
8582,12,0,1,12.0,29.0,0,2,1,2.0,0,0,0,13.0,0.0,1,1.0,54.0,1
8583,3,1,1,11.0,50.0,1,3,2,3.0,0,1,0,11.0,3.0,3,0.0,64.0,0
8584,8,0,0,9.0,37.0,1,2,3,2.0,1,0,0,13.0,1.0,3,2.0,50.0,0
8585,11,2,1,7.0,63.0,1,3,1,2.0,0,1,0,11.0,2.0,3,3.0,59.0,1
8586,1,2,1,5.0,83.0,0,1,0,2.0,0,0,0,13.0,0.0,3,3.0,55.0,1
8587,8,0,0,7.0,66.0,0,2,3,2.0,1,0,0,11.0,1.0,0,2.0,59.0,1
8588,0,1,0,4.0,55.0,1,2,3,2.0,1,1,0,14.0,1.0,3,1.0,38.0,1
8589,10,0,0,11.0,50.0,1,0,2,2.0,0,0,0,13.0,2.0,0,2.0,67.0,1
8590,13,1,0,4.0,33.0,0,0,1,1.0,1,0,0,8.0,1.0,2,3.0,75.0,1
8591,0,1,0,13.0,57.0,1,2,1,2.0,1,0,0,10.0,3.0,1,0.0,83.0,1
8592,2,1,1,10.0,69.0,0,0,2,3.0,0,1,0,12.0,1.0,2,1.0,59.0,1
8593,13,1,1,7.0,67.0,1,2,2,2.0,0,1,0,14.0,0.0,2,1.0,75.0,1
8594,2,1,0,13.0,59.0,1,0,2,4.0,1,0,0,9.0,1.0,0,1.0,69.0,1
8595,11,2,0,8.0,44.0,0,0,0,4.0,1,0,0,13.0,2.0,0,2.0,75.0,1
8596,12,0,1,6.0,62.0,1,0,2,1.0,0,0,0,12.0,1.0,3,0.0,64.0,1
8597,11,2,1,2.0,27.0,1,0,0,5.0,1,0,0,9.0,0.0,3,4.0,34.0,1
8598,1,2,1,12.0,82.0,1,0,1,3.0,1,0,0,11.0,2.0,2,3.0,60.0,1
8600,9,0,0,4.0,70.0,1,0,3,4.0,1,0,0,11.0,1.0,0,1.0,71.0,1
8601,6,0,0,4.0,52.0,1,0,3,0.0,1,1,0,12.0,1.0,3,0.0,66.0,0
8602,5,2,1,1.0,65.0,1,0,0,4.0,1,0,0,11.0,2.0,3,2.0,65.0,1
8603,11,2,0,6.0,44.0,1,0,0,4.0,0,0,0,12.0,1.0,1,3.0,67.0,1
8604,11,2,1,9.0,58.0,1,0,0,1.0,0,0,0,10.0,1.0,3,3.0,87.0,1
8605,14,2,1,9.0,48.0,0,0,0,4.0,0,0,0,11.0,2.0,1,1.0,75.0,1
8606,0,1,1,12.0,55.0,1,0,3,2.0,0,0,0,12.0,2.0,3,1.0,61.0,1
8607,12,0,0,7.0,43.0,1,3,1,1.0,1,1,0,13.0,3.0,0,2.0,52.0,1
8608,3,0,0,10.0,21.0,1,1,3,3.0,1,1,0,12.0,1.0,3,2.0,61.0,0
8609,4,2,1,10.0,65.0,0,0,0,2.0,0,0,0,10.0,2.0,1,0.0,89.0,1
8610,13,1,1,6.0,62.0,1,3,1,3.0,0,1,0,11.0,3.0,3,0.0,31.0,1
8611,10,0,0,13.0,30.0,1,0,3,0.0,0,0,0,8.0,2.0,3,3.0,79.0,1
8612,8,0,0,2.0,85.0,0,0,2,1.0,1,1,0,12.0,0.0,3,3.0,57.0,1
8613,8,0,0,8.0,41.0,0,3,1,1.0,0,0,0,12.0,1.0,1,0.0,32.0,1
8614,8,0,0,10.0,60.0,1,0,2,4.0,1,1,0,10.0,3.0,1,1.0,64.0,1
8615,5,2,1,10.0,69.0,0,0,3,3.0,0,1,0,12.0,2.0,2,1.0,62.0,1
8616,12,0,1,10.0,35.0,1,2,3,5.0,0,0,0,10.0,4.0,1,2.0,68.0,1
8617,7,0,1,10.0,35.0,1,0,1,0.0,0,0,0,10.0,1.0,1,1.0,90.0,1
8618,9,0,0,5.0,60.0,1,3,3,2.0,1,1,0,12.0,1.0,3,3.0,33.0,1
8619,0,1,1,10.0,51.0,1,3,0,3.0,0,0,0,10.0,3.0,2,1.0,58.0,1
8620,8,0,0,2.0,49.0,1,1,0,3.0,1,0,0,12.0,0.0,1,3.0,74.0,1
8621,12,0,0,3.0,40.0,1,1,1,3.0,0,1,0,10.0,0.0,1,1.0,76.0,1
8622,4,2,0,9.0,76.0,1,0,0,2.0,0,0,0,12.0,1.0,0,4.0,63.0,1
8623,14,2,0,9.0,65.0,1,0,3,4.0,0,1,0,10.0,2.0,3,2.0,63.0,0
8624,14,2,1,2.0,55.0,1,1,3,2.0,0,1,0,10.0,0.0,3,1.0,63.0,1
8625,8,0,1,9.0,66.0,1,0,1,3.0,1,1,0,12.0,3.0,0,2.0,67.0,1
8626,3,1,1,6.0,48.0,1,1,1,4.0,0,1,0,11.0,2.0,1,3.0,49.0,1
8627,4,2,1,9.0,77.0,1,0,1,2.0,0,0,0,13.0,1.0,3,1.0,67.0,1
8628,11,2,1,3.0,35.0,1,0,2,3.0,1,1,0,14.0,0.0,3,1.0,63.0,1
8629,1,2,1,2.0,45.0,0,2,3,4.0,1,0,0,11.0,1.0,3,0.0,77.0,1
8630,5,2,1,10.0,60.0,0,3,1,4.0,0,1,0,11.0,2.0,3,0.0,77.0,1
8631,9,0,1,11.0,39.0,1,0,0,3.0,0,0,0,13.0,2.0,2,1.0,77.0,1
8632,8,0,0,10.0,41.0,0,0,3,2.0,1,0,0,11.0,2.0,3,4.0,65.0,1
8633,1,2,1,2.0,10.0,0,0,0,1.0,1,1,0,11.0,1.0,3,1.0,78.0,1
8634,5,2,0,10.0,67.0,1,0,1,2.0,0,1,0,12.0,2.0,2,4.0,75.0,1
8635,8,0,1,11.0,47.0,0,0,1,1.0,0,0,0,11.0,2.0,1,0.0,73.0,1
8636,8,0,0,6.0,43.0,1,3,1,4.0,0,0,0,11.0,0.0,2,1.0,100.0,1
8637,3,1,0,11.0,57.0,0,0,2,2.0,1,1,0,10.0,2.0,0,0.0,46.0,1
8638,14,2,1,2.0,55.0,1,0,3,1.0,1,1,0,12.0,3.0,0,2.0,78.0,1
8639,13,1,0,9.0,43.0,1,0,2,1.0,0,1,0,12.0,2.0,3,1.0,49.0,1
8640,3,0,0,4.0,38.0,1,1,0,3.0,1,0,0,13.0,2.0,3,3.0,83.0,1
8641,0,1,0,13.0,25.0,1,0,0,2.0,0,0,0,10.0,1.0,1,1.0,57.0,1
8642,6,0,1,8.0,40.0,1,3,0,2.0,0,1,0,12.0,2.0,0,3.0,89.0,1
8643,0,1,0,12.0,22.0,1,0,3,3.0,0,1,0,11.0,3.0,0,1.0,73.0,0
8644,8,0,0,9.0,47.0,1,1,2,2.0,1,1,0,11.0,2.0,0,2.0,75.0,1
8645,10,0,1,13.0,76.0,0,0,0,3.0,1,0,0,13.0,4.0,1,3.0,51.0,1
8646,14,2,1,3.0,59.0,0,2,3,6.0,1,0,0,14.0,1.0,3,1.0,91.0,1
8647,14,2,0,7.0,79.0,0,2,0,2.0,0,1,0,11.0,2.0,1,2.0,62.0,1
8648,2,1,0,6.0,66.0,0,0,0,5.0,1,1,0,9.0,0.0,2,1.0,64.0,1
8649,3,1,0,13.0,84.0,1,2,0,1.0,1,1,0,12.0,2.0,3,1.0,61.0,0
8650,4,2,0,3.0,52.0,1,0,2,1.0,0,1,0,11.0,2.0,3,2.0,65.0,1
8651,14,2,0,1.0,45.0,0,1,3,2.0,1,1,0,12.0,0.0,0,0.0,81.0,0
8652,9,0,1,5.0,59.0,1,0,1,3.0,1,1,1,11.0,0.0,3,0.0,64.0,0
8653,6,0,0,9.0,62.0,1,0,0,5.0,0,1,0,12.0,1.0,0,1.0,53.0,1
8654,4,2,1,6.0,51.0,1,0,1,1.0,1,1,1,12.0,1.0,0,1.0,30.0,0
8655,6,0,1,13.0,54.0,1,1,3,0.0,0,1,0,12.0,1.0,3,1.0,61.0,0
8656,6,0,1,13.0,49.0,1,3,1,4.0,1,1,0,12.0,3.0,1,2.0,52.0,1
8657,0,1,1,2.0,51.0,0,2,3,1.0,0,0,0,12.0,3.0,2,1.0,55.0,1
8658,7,0,1,1.0,47.0,1,0,0,4.0,0,0,0,10.0,2.0,3,1.0,64.0,1
8659,0,1,1,10.0,56.0,1,0,0,3.0,0,0,0,12.0,0.0,3,1.0,70.0,0
8661,4,2,0,3.0,41.0,0,1,3,2.0,0,0,0,12.0,0.0,1,1.0,64.0,1
8662,2,1,1,12.0,34.0,1,0,0,5.0,1,1,0,9.0,2.0,3,2.0,36.0,0
8663,1,2,1,3.0,57.0,1,1,3,2.0,1,0,0,12.0,1.0,3,1.0,73.0,1
8664,9,0,0,9.0,36.0,0,0,1,1.0,0,1,0,11.0,1.0,3,0.0,64.0,1
8665,2,1,1,12.0,51.0,0,1,3,3.0,1,0,1,8.0,0.0,2,2.0,76.0,0
8666,13,1,0,3.0,51.0,0,0,2,5.0,0,0,0,10.0,1.0,3,1.0,74.0,1
8667,5,2,0,9.0,65.0,1,0,0,4.0,0,1,0,10.0,2.0,1,2.0,67.0,0
8668,0,1,0,10.0,54.0,1,3,3,4.0,1,1,0,10.0,1.0,3,3.0,64.0,0
8669,1,2,0,13.0,34.0,1,1,0,4.0,1,0,0,14.0,2.0,3,3.0,65.0,1
8670,0,1,1,5.0,47.0,1,3,3,2.0,1,1,0,11.0,2.0,2,3.0,58.0,1
8671,3,1,1,10.0,80.0,0,2,1,4.0,0,0,0,12.0,2.0,1,3.0,73.0,1
8672,6,0,0,7.0,85.0,1,2,3,4.0,0,0,0,12.0,2.0,3,2.0,63.0,0
8673,4,2,1,7.0,68.0,1,3,1,4.0,1,1,0,12.0,2.0,3,4.0,74.0,1
8674,1,2,1,6.0,17.0,0,0,3,1.0,1,1,0,10.0,0.0,0,1.0,90.0,0
8675,7,0,1,9.0,61.0,1,0,2,2.0,0,0,0,11.0,1.0,1,0.0,95.0,0
8676,8,0,0,6.0,38.0,1,0,0,1.0,1,0,0,10.0,2.0,0,1.0,56.0,1
8677,5,2,1,8.0,43.0,0,0,0,3.0,1,0,0,11.0,1.0,0,0.0,58.0,1
8678,2,1,1,7.0,47.0,1,0,0,4.0,1,0,0,10.0,2.0,3,2.0,88.0,1
8679,3,2,0,12.0,34.0,1,3,1,5.0,0,0,0,13.0,2.0,1,1.0,75.0,1
8680,8,0,1,10.0,72.0,0,2,0,3.0,1,1,0,11.0,1.0,2,2.0,82.0,0
8681,3,1,1,2.0,67.0,1,0,1,5.0,1,1,0,12.0,1.0,3,0.0,90.0,0
8683,12,0,0,11.0,59.0,1,2,0,4.0,1,1,0,11.0,2.0,3,2.0,87.0,0
8684,8,0,0,2.0,54.0,1,1,1,4.0,1,0,0,11.0,2.0,0,1.0,74.0,1
8685,5,2,0,1.0,63.0,1,0,2,2.0,1,0,0,13.0,1.0,3,0.0,61.0,1
8686,13,1,1,4.0,45.0,0,0,2,3.0,1,0,0,12.0,3.0,0,3.0,61.0,1
8687,11,2,0,7.0,51.0,1,2,0,2.0,1,1,0,11.0,1.0,2,1.0,70.0,1
8688,4,2,1,2.0,49.0,1,0,3,0.0,1,1,0,12.0,3.0,0,2.0,41.0,1
8689,4,0,1,9.0,43.0,1,0,2,2.0,0,1,0,12.0,1.0,3,1.0,60.0,0
8690,11,2,1,11.0,48.0,1,3,3,2.0,0,0,0,9.0,2.0,3,3.0,30.0,1
8691,4,2,1,10.0,39.0,0,0,3,1.0,0,0,0,12.0,1.0,0,2.0,69.0,1
8692,2,1,0,3.0,71.0,1,0,2,5.0,0,1,0,13.0,3.0,1,0.0,85.0,1
8693,14,2,0,4.0,40.0,1,0,1,4.0,1,0,0,14.0,3.0,3,0.0,50.0,1
8694,0,1,1,7.0,71.0,0,0,1,2.0,1,1,0,11.0,3.0,0,1.0,85.0,1
8695,5,2,0,13.0,52.0,1,2,1,2.0,1,0,0,11.0,1.0,1,1.0,64.0,1
8696,8,0,1,7.0,38.0,1,1,1,3.0,1,1,0,13.0,1.0,3,2.0,84.0,1
8697,12,0,0,7.0,33.0,1,0,3,2.0,1,1,0,10.0,0.0,3,2.0,49.0,1
8698,3,1,0,8.0,50.0,1,0,0,2.0,0,1,0,12.0,3.0,2,1.0,65.0,0
8699,14,0,0,1.0,74.0,1,3,1,2.0,1,1,0,11.0,1.0,3,3.0,97.0,1
8700,13,0,1,1.0,33.0,1,0,3,3.0,0,1,0,11.0,1.0,3,1.0,65.0,0
8701,4,2,0,4.0,83.0,1,0,3,4.0,1,0,0,12.0,1.0,2,0.0,54.0,0
8702,3,1,0,3.0,62.0,1,1,3,3.0,0,0,0,8.0,3.0,1,1.0,100.0,1
8703,1,2,1,6.0,37.0,1,0,2,2.0,1,1,0,13.0,2.0,2,2.0,32.0,1
8704,9,0,1,1.0,51.0,1,0,1,3.0,0,1,0,10.0,1.0,3,2.0,56.0,1
8705,13,1,0,11.0,62.0,1,2,3,3.0,0,1,0,13.0,2.0,3,2.0,43.0,0
8706,14,2,0,2.0,57.0,1,2,3,0.0,0,0,0,14.0,2.0,0,2.0,93.0,1
8707,5,2,0,12.0,62.0,0,0,0,4.0,0,0,0,13.0,3.0,2,0.0,55.0,0
8708,14,2,1,4.0,70.0,0,0,2,3.0,1,0,0,12.0,1.0,1,1.0,61.0,1
8709,5,2,1,7.0,42.0,1,0,2,2.0,0,1,0,9.0,0.0,1,1.0,70.0,1
8710,3,1,1,5.0,56.0,1,3,0,4.0,1,0,0,9.0,2.0,3,0.0,62.0,1
8711,8,0,0,6.0,59.0,0,3,0,3.0,1,0,0,9.0,3.0,3,0.0,72.0,1
8712,3,1,0,7.0,56.0,1,0,2,2.0,0,1,0,12.0,2.0,1,1.0,78.0,1
8713,3,0,1,7.0,68.0,1,0,3,2.0,1,1,0,9.0,2.0,1,1.0,45.0,0
8714,13,1,1,4.0,65.0,0,0,0,5.0,1,0,0,10.0,1.0,0,1.0,53.0,1
8715,14,2,1,6.0,40.0,1,1,3,2.0,1,1,1,10.0,2.0,3,1.0,68.0,0
8716,11,2,0,4.0,50.0,1,0,0,4.0,0,1,0,13.0,1.0,2,0.0,90.0,0
8717,10,0,0,1.0,34.0,1,0,3,4.0,0,0,0,11.0,1.0,2,2.0,64.0,1
8718,13,1,0,11.0,20.0,1,2,0,0.0,1,0,0,13.0,2.0,3,2.0,81.0,0
8719,9,0,1,12.0,63.0,1,3,0,0.0,0,0,0,10.0,3.0,3,0.0,82.0,0
8720,1,2,1,8.0,49.0,1,0,3,3.0,1,1,0,13.0,1.0,2,1.0,52.0,1
8721,11,2,1,2.0,47.0,1,3,3,2.0,0,1,0,12.0,1.0,3,1.0,74.0,1
8722,9,0,1,3.0,51.0,1,2,0,4.0,0,1,0,10.0,3.0,3,2.0,51.0,1
8723,6,0,0,8.0,16.0,1,1,2,3.0,0,0,0,11.0,4.0,0,2.0,57.0,1
8724,1,2,1,11.0,29.0,1,1,2,2.0,0,0,0,13.0,3.0,3,0.0,97.0,0
8725,11,2,0,8.0,38.0,1,2,1,0.0,0,0,0,12.0,2.0,0,0.0,49.0,1
8726,2,1,0,9.0,50.0,0,2,0,3.0,0,0,1,11.0,3.0,3,2.0,68.0,0
8728,12,0,0,13.0,46.0,0,0,1,2.0,0,0,0,12.0,1.0,2,2.0,77.0,1
8729,8,0,0,6.0,65.0,1,2,0,4.0,1,0,0,11.0,2.0,3,0.0,51.0,0
8730,11,2,1,2.0,41.0,1,3,0,1.0,0,0,0,13.0,1.0,0,2.0,78.0,1
8731,12,0,1,9.0,10.0,1,0,3,5.0,0,0,0,11.0,1.0,3,2.0,40.0,0
8732,5,2,0,3.0,30.0,0,0,0,2.0,1,0,0,11.0,1.0,3,1.0,74.0,1
8733,0,1,0,2.0,50.0,0,0,3,2.0,0,1,0,11.0,3.0,3,2.0,47.0,1
8734,14,2,1,12.0,42.0,0,2,3,4.0,1,0,0,11.0,3.0,0,1.0,99.0,0
8735,3,1,0,12.0,62.0,0,1,1,0.0,0,1,0,9.0,2.0,2,0.0,63.0,0
8736,4,2,0,13.0,39.0,0,2,2,2.0,0,0,0,12.0,2.0,3,3.0,64.0,1
8737,7,0,1,10.0,57.0,0,2,0,1.0,0,0,0,12.0,1.0,1,1.0,78.0,1
8738,0,1,1,5.0,49.0,0,1,0,0.0,0,0,0,9.0,0.0,2,3.0,70.0,1
8739,6,0,0,13.0,61.0,0,0,0,3.0,0,1,0,12.0,2.0,0,2.0,68.0,0
8740,1,2,1,7.0,29.0,1,0,0,2.0,1,0,0,10.0,3.0,0,0.0,67.0,0
8741,9,0,0,8.0,52.0,0,0,1,1.0,0,0,0,9.0,1.0,1,3.0,51.0,1
8742,12,0,1,4.0,48.0,1,1,1,1.0,1,0,0,11.0,1.0,3,1.0,64.0,1
8744,0,1,0,4.0,43.0,1,1,3,5.0,0,0,0,12.0,1.0,1,1.0,57.0,1
8745,7,0,1,12.0,55.0,1,3,2,3.0,1,0,0,11.0,3.0,1,2.0,57.0,1
8746,1,2,0,10.0,55.0,1,1,3,1.0,1,0,0,12.0,2.0,0,1.0,31.0,0
8747,1,2,1,8.0,75.0,0,0,1,3.0,0,0,0,12.0,1.0,3,0.0,62.0,1
8748,12,0,0,9.0,30.0,1,1,1,3.0,0,1,0,11.0,1.0,0,2.0,77.0,0
8750,4,2,1,8.0,42.0,1,1,2,4.0,1,0,0,10.0,1.0,0,1.0,59.0,1
8751,1,2,0,4.0,54.0,0,3,0,2.0,0,1,0,10.0,0.0,2,1.0,76.0,1
8752,10,0,0,11.0,34.0,1,0,0,7.0,1,0,0,8.0,4.0,3,3.0,66.0,1
8753,11,2,1,7.0,62.0,1,3,2,3.0,1,0,0,14.0,0.0,3,1.0,67.0,1
8754,2,1,0,7.0,26.0,1,0,0,2.0,1,0,1,10.0,2.0,3,2.0,59.0,1
8755,14,2,0,9.0,34.0,1,0,2,4.0,1,0,0,11.0,1.0,1,1.0,78.0,1
